#\Africa\Egypt - Kopi.txt;;;;;;;;;;;X;
EVT_91308_DESC;Planned by Arab Nationalists in Egypt, the Arab Congress is an event in Cairo where delegates from all Arab nations convene to discuss the situation and preservation of the Arab culture and identity. Unfortunately, this awakened unwanted nationalism in our Arabic speaking provinces.;;;;;;;;;;X;
EVT_91308_OPTIONA;...Can't we all just get along?...;;;;;;;;;;X;
EVT_91309_NAME;The Arab Congress;;;;;;;;;;X;
EVT_91309_DESC;Planned by Arab Nationalists in Egypt, the Arab Congress is an event in Cairo where delegates from all Arab nations convene to discuss the situation and preservation of the Arab culture and identity. Unfortunately, this awakened unwanted nationalism in our Arabic speaking provinces.;;;;;;;;;;X;
EVT_91309_OPTIONA;Well, I guess that's one of the disadvantages of being a continent-spanning empire.;;;;;;;;;;X;
EVT_91310_NAME;The Arab Congress;;;;;;;;;;X;
EVT_91310_DESC;Planned by Arab Nationalists in Egypt, the Arab Congress is an event in Cairo where delegates from all Arab nations convene to discuss the situation and preservation of the Arab culture and identity. Unfortunately, this awakened unwanted nationalism in our Arabic speaking provinces.;;;;;;;;;;X;
EVT_91310_OPTIONA;We've lost enough land to the Germans and the Syndicalists, these Arabs will NOT have our lands!;;;;;;;;;;X;
EVT_91311_NAME;The Arab Congress;;;;;;;;;;X;
EVT_91311_DESC;Planned by Arab Nationalists in Egypt, the Arab Congress is an event in Cairo where delegates from all Arab nations convene to discuss the situation and preservation of the Arab culture and identity. Unfortunately, this awakened unwanted nationalism in our Arabic speaking provinces.;;;;;;;;;;X;
EVT_91311_OPTIONA;Morocco is Spanish and it will stay like that!;;;;;;;;;;X;
EVT_91312_NAME;The Result of the Arab Congress;;;;;;;;;;X;
EVT_91312_OPTIONA;Ask for support in uniting all Arab lands under Ottoman rule!;;;;;;;;;;X;
EVT_91312_OPTIONB;We must consolidate the Shariffian state.;;;;;;;;;;X;
EVT_91313_NAME;The Sharif of Mecca Announces His Ambitions;;;;;;;;;;X;
EVT_91313_DESC;The Arab national government in Mecca has proposed that the Hashemite dynasty be the leading vanguard of pan-Arabism, thus laying claim to all of Ottoman Arabia. What should we respond?;;;;;;;;;;X;
EVT_91313_OPTIONA;God wills it! Lend our support!;;;;;;;;;;X;
EVT_91313_OPTIONB;Propose a partition of the Arab vilayets instead.;;;;;;;;;;X;
EVT_91313_OPTIONC;Suggest that OUR dynasty take on the role of Arabian unifier!;;;;;;;;;;X;
EVT_91313_OPTIOND;We have absolutely no interest in this. Zilch. None. Zero.;;;;;;;;;;X;
EVT_91314_NAME;Egypt Accepts;;;;;;;;;;X;
EVT_91314_DESC;The Egyptian government has announced its complete support for the ambitions of the Prophet's family! Soon the Turks shall fall before the might of Feisal!;;;;;;;;;;X;
EVT_91314_OPTIONA;God is Great!;;;;;;;;;;X;
EVT_91315_NAME;Egypt Proposes a Partition of the Ottoman Vilayets;;;;;;;;;;X;
EVT_91315_DESC;The Egyptian government has proposed that we partition the Arab provinces already under Ottoman rule. Under this agreement, Greater Syria would go to Egypt, whilst we received the fertile Mesopotamian provinces.;;;;;;;;;;X;
EVT_91315_OPTIONA;Accept this proposal!;;;;;;;;;;X;
EVT_91315_OPTIONB;Reinforce our claims!;;;;;;;;;;X;
EVT_91316_NAME;Egypt Demands to Lead the Pan-Arab Movement!;;;;;;;;;;X;
EVT_91316_DESC;The Egyptian government has made clear that she is not willing to allow the Hashemite dynasty to lead the cause of Arab unification. Instead she has proposed the House of Muhamed Ali as the true liberator. What shall we respond?;;;;;;;;;;X;
EVT_91316_OPTIONA;A small sacrifice for the freedom of all Arabs.;;;;;;;;;;X;
EVT_91316_OPTIONB;Reinforce our claims!;;;;;;;;;;X;
EVT_377120_NAME;Axis Cairo-Riyadh?;;;;;;;;;;X;
EVT_377120_DESC;In order to liberate the Arabian peninsula and its inhabitants from the Ottoman Empire we need to form an alliance with other friendly Arabian countries such as Hashemite Arabia, which wants to see the Ottoman Empire crumble and disintegrate just as much as we do.;;;;;;;;;;X;
EVT_377120_OPTIONA;Send proposition;;;;;;;;;;X;
EVT_377120_OPTIONB;There is no need for alliance;;;;;;;;;;X;
EVT_377121_NAME;Axis Cairo-Riyadh?;;;;;;;;;;X;
EVT_377121_DESC;Egypt is seeking allies in order to achieve the main goal of its foreign policy, to see the Ottoman Empire crumble and disintegrate. Do we want to sign an alliance with Egypt knowing that they can involve us in new local wars?;;;;;;;;;;X;
EVT_377122_NAME;Axis Cairo-Riyadh is formed;;;;;;;;;;X;
EVT_377122_DESC;Hashemite Arabia expressed its intention to join our alliance aimed at liberating Arabian nations from Ottoman dominance.;;;;;;;;;;X;
EVT_377122_OPTIONA;Welcome!!;;;;;;;;;;X;
EVT_377123_NAME;Persian ambitions;;;;;;;;;;X;
EVT_377123_DESC;Egypt and Hashemite Arabia recently formed a new alliance aimed at the liberation of all Arabian lands from Ottoman dominance. Their goal is consistent with our desire to seize control over Mosul and Baghdad Vilayets. Shall we try to join their alliance or shall we wage war against the Ottomans on our own?;;;;;;;;;;X;
EVT_377123_OPTIONA;Try to join the Arabian bloc;;;;;;;;;;X;
EVT_377123_OPTIONB;We do not need Arabians to crush Ottomans!;;;;;;;;;;X;
EVT_377123_OPTIONC;Turn to isolationism;;;;;;;;;;X;
EVT_377124_NAME;Persia wants to join our alliance;;;;;;;;;;X;
EVT_377124_DESC;Persia is seeking allies in order to achieve the main goal of its foreign policy, to seize Mosul and Baghdad Vilayets. Do we want to admit Persia as a new member of our alliance?;;;;;;;;;;X;
EVT_377125_NAME;Axis Cairo-Teheran-Riyadh is formed;;;;;;;;;;X;
EVT_377125_DESC;Egypt accepted our demand and admitted us to their alliance. Together we will crush the Ottoman Empire once and for all!;;;;;;;;;;X;
EVT_377125_OPTIONA;Excellent!;;;;;;;;;;X;
EVT_377164_NAME;Report from the Middle East;;;;;;;;;;X;
EVT_377164_DESC;Our secret service reported that Egypt, together with other states in the Middle East, is planning to dismantle the Ottoman Empire in the future. Such drastic steps are a direct threat to the stability of the entire Middle East arrangement, which was set by the Peace with honor signed in 1921. What shall we do?;;;;;;;;;;X;
EVT_377164_OPTIONA;We will not allow the Ottoman Empire to fall!;;;;;;;;;;X;
EVT_377164_OPTIONB;We don't care about the fate of the Ottoman Empire;;;;;;;;;;X;
EVT_377165_NAME;German Empire threatens Middle Eastern states!;;;;;;;;;;X;
EVT_377165_DESC;The German Kaiser declared clearly that his Empire would fully support the independence and territorial integrity of the Ottoman Empire if any nation tries to invade them. It would be most unwise to underestimate them, despite troubles they are facing on the homefront. How shall we react to this statement?;;;;;;;;;;X;
EVT_377165_OPTIONA;Who cares?;;;;;;;;;;X;
EVT_377165_OPTIONB;Withhold our plans against Ottoman Empire...;;;;;;;;;;X;
EVT_377165_OPTIONC;Give up our plans of expansion;;;;;;;;;;X;
EVT_377166_NAME;Middle Eastern states ignored our demands;;;;;;;;;;X;
EVT_377166_DESC;The Middle Eastern states in their foolish pride refused our reasonable demands regarding the territorial integrity and independence of the Ottoman Empire. How shall we react to this insolence?;;;;;;;;;;X;
EVT_377166_OPTIONA;Cease all contact with the Middle Eastern states and support the Ottomans!;;;;;;;;;;X;
EVT_377166_OPTIONB;Insolent brats! We will show you German might!;;;;;;;;;;X;
EVT_377166_OPTIONC;Back down. We cannot afford conflict in the Middle East.;;;;;;;;;;X;
EVT_377167_NAME;Mitteleuropa ceases all contracts with us;;;;;;;;;;X;
EVT_377167_DESC;Reacting to our refusal to alter our plans regarding the Ottoman Empire, the German Empire ordered the cessation of all trade and diplomatic contacts between our state and Mitteleuropa. Parts of our industry are already feeling the consequences of such drastic actions.;;;;;;;;;;X;
EVT_377167_OPTIONA;We shall survive!;;;;;;;;;;X;
EVT_377168_NAME;Mitteleuropa ceases all contracts with us;;;;;;;;;;X;
EVT_377168_DESC;Reacting to our refusal to alter our plans regarding the Ottoman Empire, the German Empire ordered the cessation of all trade and diplomatic contacts between our state and Mitteleuropa. Parts of our industry are already feeling the consequences of such drastic actions.;;;;;;;;;;X;
EVT_377168_OPTIONA;We shall survive!;;;;;;;;;;X;
EVT_377169_NAME;Mitteleuropa ceases all contracts with us;;;;;;;;;;X;
EVT_377169_DESC;Reacting to our refusal to alter our plans regarding the Ottoman Empire, the German Empire ordered the cessation of all trade and diplomatic contacts between our state and Mitteleuropa. Parts of our industry are already feeling the consequences of such drastic actions.;;;;;;;;;;X;
EVT_377169_OPTIONA;We shall survive!;;;;;;;;;;X;
EVT_377170_NAME;German Aid;;;;;;;;;;X;
EVT_377170_DESC;Our German friends have sent assistance, to maintain our hegemonic position in the Middle East.;;;;;;;;;;X;
EVT_377170_OPTIONA;Thousand thanks to the German Kaiser!;;;;;;;;;;X;
EVT_377126_NAME;Ottoman Empire in Disarray;;;;;;;;;;X;
EVT_377126_DESC;Unable to bear with the Ottomans' oppression, the National assembly of Kurdistan has launched an uprising to liberate their homeland. Now that the days of the Ottoman government are numbered, shall we finally realize our long-term plans and liberate occupied Arabian lands or shall we wait for a better time?;;;;;;;;;;X;
EVT_377126_OPTIONA;Declare war on the Ottomans!;;;;;;;;;;X;
EVT_377126_OPTIONB;We are not ready...;;;;;;;;;;X;
EVT_377127_NAME;Arabian Block Declares War on Us!;;;;;;;;;;X;
EVT_377127_DESC;The Arabian bloc decided to use the uprising in Kurdistan to completely destroy our Empire. In response to this act, several Arab cities erupted in open revolt. Mobs began burning down Ottoman institutions and raided police and military bases. From Baghdad to Jerusalem, Arabs have risen up against the Ottoman Empire.;;;;;;;;;;X;
EVT_377127_OPTIONA;We will crush them!;;;;;;;;;;X;
EVT_377156_NAME;Arabian block declares war on the Ottomans!;;;;;;;;;;X;
EVT_377156_DESC;The recent uprising in Kurdistan is viewed as a sign that the days of the Ottoman Empire are numbered. This event was used by the armed forces of the Arabian bloc, which are steadily advancing into Ottoman territories. Now that the days of the Ottoman Empire are numbered, shall we finally realize our long-term plans and liberate our Shiite brethren or shall we wait for a better time?;;;;;;;;;;X;
EVT_377156_OPTIONA;Declare war on the Ottomans!;;;;;;;;;;X;
EVT_377156_OPTIONB;We are not ready...;;;;;;;;;;X;
EVT_377184_NAME;Ottoman Empire is isolated;;;;;;;;;;X;
EVT_377184_DESC;With eruption of the new grand conflict in Europe, German Empire has its hand tied and cant directly interfere in the Middle East. Therefore, Ottoman Empire is isolated and cant rely on intervention of its old ally to save them from inevitable. Now that the days of the Ottoman Empire are numbered, shall we finally realize our long-term plans and liberate occupied Arabian lands or shall we wait for a better time?;;;;;;;;;;X;
EVT_377184_OPTIONA;Declare war on the Ottomans!;;;;;;;;;;X;
EVT_377184_OPTIONB;We are not ready...;;;;;;;;;;X;
#\Africa\Egypt.txt;;;;;;;;;;;X;
EVT_91301_NAME;Congress of the Arab World;;;;;;;;;;X;
EVT_91301_OPTIONA;Continue preparations for the Congress as planned;;;;;;;;;;X;
EVT_91301_OPTIONB;These plans are too modest, this must be the event of the century!;;;;;;;;;;X;
EVT_91301_OPTIONC;Abort the plans, this Congress is a waste of resources;;;;;;;;;;X;
EVT_91302_NAME;The Arab Congress;;;;;;;;;;X;
EVT_91302_DESC;After many months of planning, the Arab Congress begins. As guests come flocking in from all Arab lands, it has become clear that the Arab identity is not forgotten, but on the contrary is cherished by many. The streets, marketplaces, and mosques of Cairo are teeming with Arabs from many lands. In the coming days they will take the stage and deliver addresses and lectures about a variety of subjects ranging from history to religion.;;;;;;;;;;X;
EVT_91302_OPTIONA;Truly a great day for all Arabs!;;;;;;;;;;X;
EVT_91303_NAME;The Arab Congress;;;;;;;;;;X;
EVT_91303_DESC;Organised by the Egyptian government, the Arab Congress is a grand event in Cairo where delegates from all Arab nations convene to pay homage to our illustrious Arab heritage. Should we too send a delegation?;;;;;;;;;;X;
EVT_91303_OPTIONA;To Cairo!;;;;;;;;;;X;
EVT_91303_OPTIONB;Pfff... Arabs Shmarabs, we're fine on our own!;;;;;;;;;;X;
EVT_91304_NAME;The Arab Congress;;;;;;;;;;X;
EVT_91304_DESC;Organised by the Egyptian government, the Arab Congress is a grand event in Cairo where delegates from all Arab nations convene to pay homage to our illustrious Arab heritage. We too were invited to send a delegation, this is the perfect opportunity to see if Egypt would be willing to join us in a collaborative effort to free the Arabs of the Ottoman Empire from Turkish occupation.;;;;;;;;;;X;
EVT_91304_OPTIONA;Send a cultural delegation only, we aren't warmongers;;;;;;;;;;X;
EVT_91304_OPTIONB;Alongside Egypt we might just bring the Ottomans to their knees!;;;;;;;;;;X;
EVT_91304_OPTIONC;I'm all the Arab this nation needs, nobody is going to Cairo!;;;;;;;;;;X;
EVT_91305_NAME;The Arab Congress;;;;;;;;;;X;
EVT_91305_DESC;Organised by the Egyptian government, the Arab Congress is a grand event in Cairo where delegates from all Arab nations convene to pay homage to our illustrious Arab heritage. Should we too send a delegation?;;;;;;;;;;X;
EVT_91305_OPTIONA;Woman, pack your bags! We're going to Cairo! ...Cairo ...it's in Egypt baby...;;;;;;;;;;X;
EVT_91305_OPTIONB;A cultural event...? BORING!;;;;;;;;;;X;
EVT_91307_NAME;The Arab Congress;;;;;;;;;;X;
EVT_91307_DESC;Organised by the Egyptian government, the Arab Congress is a grand event in Cairo where delegates from all Arab nations convene to pay homage to our illustrious Arab heritage. Should we too send a delegation?;;;;;;;;;;X;
EVT_91307_OPTIONA;Let's see what the Arabs outside of Yemen are like...;;;;;;;;;;X;
EVT_91307_OPTIONB;Maybe the good people in Cairo can help us get Aden back from the Germans!;;;;;;;;;;X;
EVT_91307_OPTIONC;I can't go to Cairo, I'm busy... There's a rat in my kitchen, what am I gonna do?;;;;;;;;;;X;
EVT_91308_NAME;The Arab Congress;;;;;;;;;;X;
EVT_91308_DESC;Planned by Arab Nationalists in Egypt, the Arab Congress is an event in Cairo where delegates from all Arab nations convene to discuss the situation and preservation of the Arab culture and identity. Unfortunately, this awakened unwanted nationalism in our Arabic speaking provinces.;;;;;;;;;;X;
EVT_91308_OPTIONA;...Can't we all just get along?...;;;;;;;;;;X;
EVT_91309_NAME;The Arab Congress;;;;;;;;;;X;
EVT_91309_DESC;Planned by Arab Nationalists in Egypt, the Arab Congress is an event in Cairo where delegates from all Arab nations convene to discuss the situation and preservation of the Arab culture and identity. Unfortunately, this awakened unwanted nationalism in our Arabic speaking provinces.;;;;;;;;;;X;
EVT_91309_OPTIONA;Well, I guess that's one of the disadvantages of being a continent-spanning empire.;;;;;;;;;;X;
EVT_91310_NAME;The Arab Congress;;;;;;;;;;X;
EVT_91310_DESC;Planned by Arab Nationalists in Egypt, the Arab Congress is an event in Cairo where delegates from all Arab nations convene to discuss the situation and preservation of the Arab culture and identity. Unfortunately, this awakened unwanted nationalism in our Arabic speaking provinces.;;;;;;;;;;X;
EVT_91310_OPTIONA;We've lost enough land to the Germans and the Syndicalists, these Arabs will NOT have our lands!;;;;;;;;;;X;
EVT_91311_NAME;The Arab Congress;;;;;;;;;;X;
EVT_91311_DESC;Planned by Arab Nationalists in Egypt, the Arab Congress is an event in Cairo where delegates from all Arab nations convene to discuss the situation and preservation of the Arab culture and identity. Unfortunately, this awakened unwanted nationalism in our Arabic speaking provinces.;;;;;;;;;;X;
EVT_91311_OPTIONA;Morocco is Spanish and it will stay like that!;;;;;;;;;;X;
EVT_91312_NAME;The Result of the Arab Congress;;;;;;;;;;X;
EVT_91312_OPTIONA;Ask for support in uniting all Arab lands under Ottoman rule!;;;;;;;;;;X;
EVT_91312_OPTIONB;We must consolidate the Shariffian state.;;;;;;;;;;X;
EVT_91313_NAME;The Sharif of Mecca Announces His Ambitions;;;;;;;;;;X;
EVT_91313_DESC;The Arab national government in Mecca has proposed that the Hashemite dynasty be the leading vanguard of pan-Arabism, thus laying claim to all of Ottoman Arabia. What should we respond?;;;;;;;;;;X;
EVT_91313_OPTIONA;God wills it! Lend our support!;;;;;;;;;;X;
EVT_91313_OPTIONB;Propose a partition of the Arab vilayets instead.;;;;;;;;;;X;
EVT_91313_OPTIONC;Suggest that OUR dynasty take on the role of Arabian unifier!;;;;;;;;;;X;
EVT_91313_OPTIOND;We have absolutely no interest in this. Zilch. None. Zero.;;;;;;;;;;X;
EVT_91314_NAME;Egypt Accepts;;;;;;;;;;X;
EVT_91314_DESC;The Egyptian government has announced its complete support for the ambitions of the Prophet's family! Soon the Turks shall fall before the might of Feisal!;;;;;;;;;;X;
EVT_91314_OPTIONA;God is Great!;;;;;;;;;;X;
EVT_91315_NAME;Egypt Proposes a Partition of the Ottoman Vilayets;;;;;;;;;;X;
EVT_91315_DESC;The Egyptian government has proposed that we partition the Arab provinces already under Ottoman rule. Under this agreement, Greater Syria would go to Egypt, whilst we received the fertile Mesopotamian provinces.;;;;;;;;;;X;
EVT_91315_OPTIONA;Accept this proposal!;;;;;;;;;;X;
EVT_91315_OPTIONB;Reinforce our claims!;;;;;;;;;;X;
EVT_91316_NAME;Egypt Demands to Lead the Pan-Arab Movement!;;;;;;;;;;X;
EVT_91316_DESC;The Egyptian government has made clear that she is not willing to allow the Hashemite dynasty to lead the cause of Arab unification. Instead she has proposed the House of Muhamed Ali as the true liberator. What shall we respond?;;;;;;;;;;X;
EVT_91316_OPTIONA;A small sacrifice for the freedom of all Arabs.;;;;;;;;;;X;
EVT_91316_OPTIONB;Reinforce our claims!;;;;;;;;;;X;
EVT_377120_NAME;Axis Cairo-Mecca?;;;;;;;;;;X;
EVT_377120_DESC;In order to liberate the Arabian peninsula and its inhabitants from the Ottoman Empire we need to form an alliance with other friendly Arabian countries such as Hashemite Arabia, which wants to see the Ottoman Empire crumble and disintegrate just as much as we do.;;;;;;;;;;X;
EVT_377120_OPTIONA;Send proposition;;;;;;;;;;X;
EVT_377120_OPTIONB;There is no need for alliance;;;;;;;;;;X;
EVT_377121_NAME;Axis Cairo-Mecca?;;;;;;;;;;X;
EVT_377121_DESC;Egypt is seeking allies in order to achieve the main goal of its foreign policy, to see the Ottoman Empire crumble and disintegrate. Do we want to sign an alliance with Egypt knowing that they can involve us in new local wars?;;;;;;;;;;X;
EVT_377122_NAME;Axis Cairo-Mecca is formed;;;;;;;;;;X;
EVT_377122_DESC;Hashemite Arabia expressed its intention to join our alliance aimed at liberating Arabian nations from Ottoman dominance.;;;;;;;;;;X;
EVT_377122_OPTIONA;Welcome!!;;;;;;;;;;X;
EVT_377123_NAME;Persian ambitions;;;;;;;;;;X;
EVT_377123_DESC;Egypt and Hashemite Arabia recently formed a new alliance aimed at the liberation of all Arabian lands from Ottoman dominance. Their goal is consistent with our desire to seize control over Mosul and Baghdad Vilayets. Shall we try to join their alliance or shall we wage war against the Ottomans on our own?;;;;;;;;;;X;
EVT_377123_OPTIONA;Try to join the Arabian bloc;;;;;;;;;;X;
EVT_377123_OPTIONB;We do not need Arabians to crush Ottomans!;;;;;;;;;;X;
EVT_377123_OPTIONC;Turn to isolationism;;;;;;;;;;X;
EVT_377124_NAME;Persia wants to join our alliance;;;;;;;;;;X;
EVT_377124_DESC;Persia is seeking allies in order to achieve the main goal of its foreign policy, to seize Mosul and Baghdad Vilayets. Do we want to admit Persia as a new member of our alliance?;;;;;;;;;;X;
EVT_377125_NAME;Axis Cairo-Teheran-Mecca is formed;;;;;;;;;;X;
EVT_377125_DESC;Egypt accepted our demand and admitted us to their alliance. Together we will crush the Ottoman Empire once and for all!;;;;;;;;;;X;
EVT_377125_OPTIONA;Excellent!;;;;;;;;;;X;
EVT_377164_NAME;Report from the Middle East;;;;;;;;;;X;
EVT_377164_DESC;Our secret service reported that Egypt, together with other states in the Middle East, is planning to dismantle the Ottoman Empire in the future. Such drastic steps are a direct threat to the stability of the entire Middle East arrangement, which was set by the Peace with honor signed in 1921. What shall we do?;;;;;;;;;;X;
EVT_377164_OPTIONA;We will not allow the Ottoman Empire to fall!;;;;;;;;;;X;
EVT_377164_OPTIONB;We don't care about the fate of the Ottoman Empire;;;;;;;;;;X;
EVT_377165_NAME;German Empire threatens Middle Eastern states!;;;;;;;;;;X;
EVT_377165_DESC;The German Kaiser declared clearly that his Empire would fully support the independence and territorial integrity of the Ottoman Empire if any nation tries to invade them. It would be most unwise to underestimate them, despite troubles they are facing on the homefront. How shall we react to this statement?;;;;;;;;;;X;
EVT_377165_OPTIONA;Who cares?;;;;;;;;;;X;
EVT_377165_OPTIONB;Withhold our plans against Ottoman Empire...;;;;;;;;;;X;
EVT_377165_OPTIONC;Give up our plans of expansion;;;;;;;;;;X;
EVT_377166_NAME;Middle Eastern states ignored our demands;;;;;;;;;;X;
EVT_377166_DESC;The Middle Eastern states in their foolish pride refused our reasonable demands regarding the territorial integrity and independence of the Ottoman Empire. How shall we react to this insolence?;;;;;;;;;;X;
EVT_377166_OPTIONA;Cease all contact with the Middle Eastern states and support the Ottomans!;;;;;;;;;;X;
EVT_377166_OPTIONB;Insolent brats! We will show you German might!;;;;;;;;;;X;
EVT_377166_OPTIONC;Back down. We cannot afford conflict in the Middle East.;;;;;;;;;;X;
EVT_377167_NAME;Mitteleuropa ceases all contracts with us;;;;;;;;;;X;
EVT_377167_DESC;Reacting to our refusal to alter our plans regarding the Ottoman Empire, the German Empire ordered the cessation of all trade and diplomatic contacts between our state and Mitteleuropa. Parts of our industry are already feeling the consequences of such drastic actions.;;;;;;;;;;X;
EVT_377167_OPTIONA;We shall survive!;;;;;;;;;;X;
EVT_377168_NAME;Mitteleuropa ceases all contracts with us;;;;;;;;;;X;
EVT_377168_DESC;Reacting to our refusal to alter our plans regarding the Ottoman Empire, the German Empire ordered the cessation of all trade and diplomatic contacts between our state and Mitteleuropa. Parts of our industry are already feeling the consequences of such drastic actions.;;;;;;;;;;X;
EVT_377168_OPTIONA;We shall survive!;;;;;;;;;;X;
EVT_377169_NAME;Mitteleuropa ceases all contracts with us;;;;;;;;;;X;
EVT_377169_DESC;Reacting to our refusal to alter our plans regarding the Ottoman Empire, the German Empire ordered the cessation of all trade and diplomatic contacts between our state and Mitteleuropa. Parts of our industry are already feeling the consequences of such drastic actions.;;;;;;;;;;X;
EVT_377169_OPTIONA;We shall survive!;;;;;;;;;;X;
EVT_377170_NAME;German Aid;;;;;;;;;;X;
EVT_377170_DESC;Our German friends have sent assistance, to maintain our hegemonic position in the Middle East.;;;;;;;;;;X;
EVT_377170_OPTIONA;Thousand thanks to the German Kaiser!;;;;;;;;;;X;
EVT_377126_NAME;Ottoman Empire in Disarray;;;;;;;;;;X;
EVT_377126_DESC;Unable to bear with the Ottomans' oppression, the National assembly of Kurdistan has launched an uprising to liberate their homeland. Now that the days of the Ottoman government are numbered, shall we finally realize our long-term plans and liberate occupied Arabian lands or shall we wait for a better time?;;;;;;;;;;X;
EVT_377126_OPTIONA;Declare war on the Ottomans!;;;;;;;;;;X;
EVT_377126_OPTIONB;We are not ready...;;;;;;;;;;X;
EVT_377127_NAME;Arabian Block Declares War on Us!;;;;;;;;;;X;
EVT_377127_DESC;The Arabian bloc decided to use the uprising in Kurdistan to completely destroy our Empire. In response to this act, several Arab cities erupted in open revolt. Mobs began burning down Ottoman institutions and raided police and military bases. From Baghdad to Jerusalem, Arabs have risen up against the Ottoman Empire.;;;;;;;;;;X;
EVT_377127_OPTIONA;We will crush them!;;;;;;;;;;X;
EVT_377156_NAME;Arabian block declares war on the Ottomans!;;;;;;;;;;X;
EVT_377156_DESC;The recent uprising in Kurdistan is viewed as a sign that the days of the Ottoman Empire are numbered. This event was used by the armed forces of the Arabian bloc, which are steadily advancing into Ottoman territories. Now that the days of the Ottoman Empire are numbered, shall we finally realize our long-term plans and liberate our Shiite brethren or shall we wait for a better time?;;;;;;;;;;X;
EVT_377156_OPTIONA;Declare war on the Ottomans!;;;;;;;;;;X;
EVT_377156_OPTIONB;We are not ready...;;;;;;;;;;X;
EVT_377184_NAME;Ottoman Empire is isolated;;;;;;;;;;X;
EVT_377184_DESC;With eruption of the new grand conflict in Europe, German Empire has its hand tied and cant directly interfere in the Middle East. Therefore, Ottoman Empire is isolated and cant rely on intervention of its old ally to save them from inevitable. Now that the days of the Ottoman Empire are numbered, shall we finally realize our long-term plans and liberate occupied Arabian lands or shall we wait for a better time?;;;;;;;;;;X;
EVT_377184_OPTIONA;Declare war on the Ottomans!;;;;;;;;;;X;
EVT_377184_OPTIONB;We are not ready...;;;;;;;;;;X;
#\Africa\Ethiopia.txt;;;;;;;;;;;X;
EVT_91634_NAME;The DPAEB and the approaching bankruptcy;;;;;;;;;;X;
EVT_91634_DESC;The Deutsche Pan-Afrikanisches Eisenbahn (DPAEB) railway was established in the early 20th century, linking Addis Abeba to Djibouti. After a series of German-backed expansions, it is currently mainly used to transport ore from the Congo Basin, in Mittelafrika, to Djibouti. Now, the general economic downturn in the world has meant that less ore is being purchased, resulting in fewer transports for the DPAEB. The situation has now reached such a level that it is nearing bankruptcy.;;;;;;;;;;X;
EVT_91634_OPTIONA;Keep it running;;;;;;;;;;X;
